23953,0,73,110.03,2800.1
23954,0,72,112.85,2800.1
23955,0,72,115.62,2800.1
23956,0,70,118.63,2800.1
23957,0,71,121.69,2800.1
23958,0,72,124.70,2800.1
23959,0,71,127.72,2800.1
23960,0,71,130.49,2800.1
23961,0,71,133.38,2800.1
23962,0,81,136.36,2800.1
23963,0,71,139.41,2800.1
23964,0,75,142.39,2800.1
23965,0,67,145.60,2800.1
23966,0,73,148.38,2800.1
23967,0,74,151.51,2800.1
23968,0,72,154.38,2800.1
23969,0,73,157.41,2800.1
23970,0,70,160.43,2800.1
23971,0,76,163.34,2800.1
23972,0,77,166.29,2800.1
FLICKER@288: arm0 frame=23974 angle=289.2504 pat=15->16 dist=1.2504
23973,0,234,169.25,2800.1
23974,0,71,174.90,2800.1
23975,0,74,177.94,2800.1
23976,0,71,180.89,2800.1
23977,0,72,183.92,2800.1
23978,0,74,186.69,2800.1
23979,0,76,189.81,2800.1
23980,0,77,192.64,2800.1
23981,0,71,195.59,2800.1
BOUNDARY_FLICKER: arm1 frame=23983 angle=198.4488 pat=10->11 dist=0.4488
23982,0,237,198.45,2800.1
BOUNDARY_FLICKER: arm0 frame=23984 angle=324.1608 pat=17->18 dist=0.1608
23983,0,232,204.16,2800.1
23984,0,82,209.91,2800.1
23985,0,67,213.01,2800.1
23986,0,79,215.69,2800.1
23987,0,75,218.63,2800.1
23988,0,73,221.48,2800.1
23989,0,72,224.47,2800.1
23990,0,71,227.48,2800.1
23991,0,76,230.28,2800.1
23992,0,71,233.12,2800.1
23993,0,73,236.03,2800.1
23994,0,79,239.12,2800.1
23995,0,72,242.01,2800.1
23996,0,80,245.12,2800.1
23997,0,68,247.87,2800.1
23998,0,70,250.73,2800.1
23999,0,74,253.70,2800.1
24000,0,70,256.71,2800.1
24001,0,77,259.67,2800.1
24002,0,71,262.73,2800.1
24003,0,71,265.67,2800.1
24004,0,82,268.61,2800.1
24005,0,74,271.71,2800.1
24006,0,74,274.82,2800.1
24007,0,72,277.93,2800.1
24008,0,72,280.87,2800.1
24009,0,75,283.66,2800.1
24010,0,74,286.70,2800.1
FLICKER@288: arm1 frame=24012 angle=289.6896 pat=15->16 dist=1.6896
24011,0,232,289.69,2800.1
24012,0,78,295.55,2800.1
24013,0,72,298.51,2800.1
24014,0,75,301.47,2800.1
24015,0,71,304.47,2800.1
24016,0,72,307.51,2800.1
24017,0,75,310.49,2800.1
24018,0,68,313.63,2800.1
24019,0,72,316.40,2800.1
24020,0,73,319.34,2800.1
24021,0,71,322.53,2800.1
24022,0,80,325.56,2800.1
24023,0,72,328.78,2800.1
24024,0,77,331.57,2800.1
24025,0,71,334.46,2800.1
24026,0,74,337.50,2800.1
24027,0,74,340.64,2800.1
24028,0,73,343.60,2800.1
24029,0,71,346.59,2800.1
24030,0,71,349.67,2800.1
24031,0,78,352.57,2800.1
24032,0,78,355.53,2800.1
24033,0,74,358.69,2800.1
24034,0,71,1.81,2800.1
24035,0,67,4.67,2800.1
24036,0,71,7.47,2800.1
24037,0,75,10.21,2800.1
24038,0,72,13.37,2800.1
24039,0,71,16.18,2800.1
24040,0,69,19.13,2800.1
24041,0,76,21.99,2800.1
24042,0,71,24.83,2800.1
24043,0,77,27.92,2800.1
24044,0,72,30.76,2800.1
24045,0,73,33.83,2800.1
24046,0,71,36.77,2800.1
24047,0,71,39.51,2800.1
BOUNDARY_FLICKER: arm0 frame=24049 angle=162.4008 pat=8->9 dist=0.4008
24048,0,237,42.40,2800.1
24049,0,70,48.00,2800.1
FLICKER@288: arm2 frame=24051 angle=290.9184 pat=15->16 dist=2.9184
24050,0,235,50.92,2800.1
24051,0,70,56.51,2800.1
24052,0,73,59.37,2800.1
24053,0,73,62.28,2800.1
24054,0,79,65.22,2800.1
24055,0,77,68.07,2800.1
24056,0,68,71.03,2800.1
24057,0,72,73.90,2800.1
24058,0,81,76.79,2800.1
24059,0,73,79.85,2800.1
24060,0,72,82.80,2800.1
24061,0,80,85.76,2800.1
24062,0,69,88.63,2800.1
24063,0,72,91.37,2800.1
24064,0,71,94.31,2800.1
24065,0,72,97.22,2800.1
24066,0,70,100.16,2800.1
24067,0,72,103.13,2800.1
24068,0,77,106.07,2800.1
24069,0,81,109.03,2800.1
24070,0,72,112.10,2800.1
24071,0,69,115.06,2800.1
24072,0,71,118.10,2800.1
24073,0,71,120.86,2800.1
24074,0,72,123.93,2800.1
24075,0,78,126.75,2800.1
24076,0,72,129.83,2800.1
24077,0,72,132.85,2800.1
24078,0,70,135.99,2800.1
24079,0,75,138.75,2800.1
24080,0,72,141.76,2800.1
24081,0,73,144.75,2800.1
24082,0,74,147.74,2800.1
24083,0,73,150.96,2800.1
24084,0,71,153.87,2800.1
24085,0,71,156.78,2800.1
24086,0,72,159.72,2800.1
24087,0,74,162.82,2800.1
24088,0,73,165.85,2800.1
FLICKER@288: arm0 frame=24090 angle=288.8712 pat=15->16 dist=0.8712
24089,0,233,168.87,2800.1
BOUNDARY_FLICKER: arm2 frame=24091 angle=54.4656 pat=2->3 dist=0.4656
24090,0,224,174.47,2800.1
BOUNDARY_FLICKER: arm1 frame=24092 angle=180.0096 pat=9->10 dist=0.0096
24091,0,224,180.01,2800.1
24092,0,77,185.67,2800.1
24093,0,68,188.83,2800.1
24094,0,71,191.58,2800.1
24095,0,73,194.51,2800.1
24096,0,72,197.62,2800.1
24097,0,72,200.49,2800.1
24098,0,70,203.73,2800.1
24099,0,79,206.50,2800.1
24100,0,71,209.44,2800.1
24101,0,80,212.57,2800.1
24102,0,72,215.47,2800.1
24103,0,72,218.70,2800.1
24104,0,74,221.54,2800.1
24105,0,71,224.51,2800.1
24106,0,74,227.44,2800.1
24107,0,71,230.58,2800.1
24108,0,73,233.47,2800.1
24109,0,70,236.66,2800.1
24110,0,71,239.43,2800.1
24111,0,71,242.40,2800.1
24112,0,73,245.53,2800.1
24113,0,70,248.37,2800.1
24114,0,73,251.44,2800.1
24115,0,71,254.70,2800.1
24116,0,70,257.47,2800.1
24117,0,77,260.40,2800.1
24118,0,74,263.62,2800.1
24119,0,73,266.66,2800.1
24120,0,75,269.69,2800.1
24121,0,71,272.56,2800.1
24122,0,78,275.48,2800.1
24123,0,76,278.47,2800.1
24124,0,72,281.70,2800.1
24125,0,75,284.62,2800.1
24126,0,72,287.76,2800.1
FLICKER@288: arm1 frame=24128 angle=290.7048 pat=15->16 dist=2.7048
24127,0,240,290.70,2800.1
24128,0,71,296.42,2800.1
24129,0,78,299.51,2800.1
24130,0,73,302.55,2800.1
24131,0,71,305.56,2800.1
24132,0,71,308.63,2800.1
24133,0,76,311.57,2800.1
24134,0,73,314.49,2800.1
24135,0,72,317.55,2800.1
24136,0,71,320.74,2800.1
24137,0,76,323.52,2800.1
24138,0,70,326.42,2800.1
24139,0,79,329.51,2800.1
24140,0,72,332.44,2800.1
24141,0,72,335.48,2800.1
24142,0,72,338.67,2800.1
24143,0,70,341.44,2800.1
24144,0,72,344.48,2800.1
24145,0,73,347.40,2800.1
24146,0,71,350.45,2800.1
24147,0,79,353.55,2800.1
24148,0,71,356.53,2800.1
24149,0,71,359.58,2800.1
24150,0,83,2.44,2800.1
24151,0,71,5.40,2800.1
24152,0,70,8.30,2800.1
24153,0,72,11.21,2800.1
24154,0,72,14.15,2800.1
24155,0,71,16.94,2800.1
24156,0,71,20.01,2800.1
24157,0,71,22.77,2800.1
24158,0,71,25.71,2800.1
24159,0,71,28.65,2800.1
24160,0,77,31.56,2800.1
24161,0,71,34.43,2800.1
24162,0,73,37.42,2800.1
24163,0,72,40.54,2800.1
24164,0,71,43.37,2800.1
24165,0,71,46.39,2800.1
FLICKER@288: arm2 frame=24167 angle=289.1112 pat=15->16 dist=1.1112
24166,0,232,49.11,2800.1
